Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2019,III,Graptemys versa,Reptilia,Testudines,Emydidae,Graptemys,IT,CN,,50,,live,,,
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,CH,PL,CN,,2,live,,P,C
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,CH,SK,CN,,1,live,,B,C
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,DE,CN,,13000,,live,,T,C
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,DE,CN,,2500,,live,,T,U
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,ES,CN,,5000,,live,,T,C
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,IT,CN,,83220,,live,,,
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,IT,HK,JP,1,,live,,,
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,NO,DE,CN,,276,live,,T,C
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,NO,DE,,,28,live,,T,C
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,US,GB,,,1,live,,P,C
2019,III,Mauremys reevesii,Reptilia,Testudines,Geoemydidae,Mauremys,XV,DE,CN,,2,live,,P,C
2019,III,Mauremys sinensis,Reptilia,Testudines,Geoemydidae,Mauremys,CH,DE,CN,,1,live,,T,C
2019,III,Mauremys sinensis,Reptilia,Testudines,Geoemydidae,Mauremys,DE,CN,,7200,,live,,T,C
2019,III,Mauremys sinensis,Reptilia,Testudines,Geoemydidae,Mauremys,ES,CN,,2000,,live,,T,C
2019,III,Mauremys sinensis,Reptilia,Testudines,Geoemydidae,Mauremys,ES,CN,,4000,,live,,T,W
2019,III,Mauremys sinensis,Reptilia,Testudines,Geoemydidae,Mauremys,HU,CH,XX,1840,,live,,T,W
2019,III,Mauremys sinensis,Reptilia,Testudines,Geoemydidae,Mauremys,HU,CH,,880,,live,,T,C
2019,III,Mauremys sinensis,Reptilia,Testudines,Geoemydidae,Mauremys,IT,CN,TW,4200,,live,,,
2019,III,Mauremys sinensis,Reptilia,Testudines,Geoemydidae,Mauremys,IT,CN,,48870,,live,,,
2019,III,Mauremys sinensis,Reptilia,Testudines,Geoemydidae,Mauremys,IT,TW,,31164,,live,,,
2019,III,Proteles cristata,Mammalia,Carnivora,Hyaenidae,Proteles,DK,ZA,,1,,trophies,,H,W
2019,III,Proteles cristata,Mammalia,Carnivora,Hyaenidae,Proteles,PL,XX,,2,,trophies,,,
2019,III,Proteles cristata,Mammalia,Carnivora,Hyaenidae,Proteles,PL,ZA,,1,,trophies,,H,W
2019,III,Proteles cristata,Mammalia,Carnivora,Hyaenidae,Proteles,SE,ZA,,1,,bodies,,H,W
2019,III,Hypancistrus zebra,Actinopteri,Siluriformes,Loricariidae,Hypancistrus,DE,ID,,900,,live,,T,F
2019,III,Hypancistrus zebra,Actinopteri,Siluriformes,Loricariidae,Hypancistrus,DK,ID,,200,,live,,T,F
2019,III,Hypancistrus zebra,Actinopteri,Siluriformes,Loricariidae,Hypancistrus,DK,IN,,50,,live,,T,F
2019,III,Hypancistrus zebra,Actinopteri,Siluriformes,Loricariidae,Hypancistrus,GB,ID,,996,,live,,,
2019,III,Hypancistrus zebra,Actinopteri,Siluriformes,Loricariidae,Hypancistrus,NL,ID,,304,,live,,,
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,AE,ES,BR,,0.165,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,AL,IT,BR,,76.1,sawn wood,m2,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CA,DE,BR,,9.893,sawn wood,m3,T,O
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CA,ES,BR,,202794,sawn wood,cm3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CA,ES,BR,,0.021,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CH,DE,BO,,0.129,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CH,DE,BR,,5,sawn wood,,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CH,ES,BR,,8526.7,sawn wood,cm3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CH,ES,BR,,0.012,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CL,ES,BR,,726.75,sawn wood,cm3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CL,ES,BR,,0.001,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CL,PE,,,40.404,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CN,ES,BR,,0.006,sawn wood,m3,T,O
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CN,ES,BR,,3.646,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CO,ES,BR,,0.023,sawn wood,m3,T,O
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,DE,BO,,4.83,,veneer,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,DE,GH,,21.511,,sawn wood,m3,T,A
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,EC,ES,BR,,12220,sawn wood,cm3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,EC,ES,BR,,0.011,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,ES,BR,,184.510,,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,ES,CO,,90,,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,ES,GT,,11.96,,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,HK,ES,BR,,400,wood product,,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,IL,ES,BR,,77792,sawn wood,cm3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,IL,ES,BR,,0.001,sawn wood,m3,T,O
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,IL,ES,BR,,0.044,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,JP,ES,BR,,115506,sawn wood,cm3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,JP,ES,BR,,2.446,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,JP,IT,BR,,550,sawn wood,g,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,KR,IT,BR,,2.5,sawn wood,kg,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,NO,ES,BR,,0.021,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,PR,ES,BR,,0.063,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,RU,ES,BR,,19500,sawn wood,cm3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,TH,ES,BR,,0.239,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,TR,ES,BR,,0.089,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,TR,ES,BR,54.3,,sawn wood,kg,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,US,ES,BR,,1300,sawn wood,cm3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,US,ES,BR,,0.005,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,US,ES,BR,,4,wood product,,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,US,ES,GT,,0.162,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,US,IT,BR,,550,sawn wood,g,T,W
2019,III,Eira barbara,Mammalia,Carnivora,Mustelidae,Eira,RU,CZ,,,1,live,,Z,C
2019,III,Martes flavigula,Mammalia,Carnivora,Mustelidae,Martes,DE,IL,,1,,live,,T,U
2019,III,Martes flavigula,Mammalia,Carnivora,Mustelidae,Martes,GB,ID,,2,,live,,,
2019,III,Martes flavigula,Mammalia,Carnivora,Mustelidae,Martes,GB,RU,,2,,live,,,
2019,III,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,AT,ZA,,2,,trophies,,H,W
2019,III,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,DE,NA,,1,,skins,,H,W
2019,III,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,DE,ZA,,1,,bodies,,H,W
2019,III,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,DE,ZA,,1,,skulls,,H,W
2019,III,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,DE,ZA,,2,,trophies,,H,W
2019,III,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,ES,ZA,,1,,trophies,,H,W
2019,III,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,HU,ZA,,1,,trophies,,H,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,AU,DE,CN,,120.273,hair products,g,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,BR,DE,CN,,1.8,hair,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,BR,DE,RU,,0.630,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,CA,DE,CN,,60.336,hair products,g,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,CA,ES,CN,,19.68,hair products,g,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,CA,ES,CN,,0.048,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,CN,ES,CN,,0.803,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,CN,GB,RU,,974,hair,,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,DE,CN,,6,,garments,,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,DE,CN,,103.813,,hair,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,DE,CN,,5,,plates,,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,DE,CN,,5920,,tails,,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,DE,RU,,3334,,skins,,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,DE,RU,,1100,,tails,,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,DE,US,RU,6.41,,tails,m2,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,DE,ZA,CN,5,,plates,,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,GB,CN,,210.14,,hair,kg,,
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,ID,DE,CN,,48.921,hair products,g,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,JP,DE,CN,,89.878,hair products,g,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,JP,DE,CN,,0.045,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,JP,ES,CN,,0.129,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,KP,ES,CN,,0.039,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,KR,DE,CN,,9.5,hair products,g,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,MY,DE,CN,,102.006,hair products,g,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,NO,DE,RU,,0.295,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,NZ,DE,CN,,83.558,hair products,g,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,SG,DE,CN,,122.948,hair products,g,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,SG,ES,CN,,0.036,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,TR,ES,CN,,0.03,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,US,DE,RU,,260,fur products (large),,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,US,DE,RU,,6.184,hair,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,US,DE,RU,,8221.4157,hair products,g,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,US,DE,RU,,12.6748,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,US,DE,RU,,12.82,plates,m2,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,US,ES,CN,,4.433,hair products,kg,T,W
2019,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,US,GB,RU,,82812,hair,,T,W
2019,III,Morpho godartii,Insecta,Lepidoptera,Nymphalidae,Morpho,HK,GB,XX,,1,bodies,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,AU,DK,XX,,1,carvings,,P,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,AU,GB,XX,,1,carvings,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,CA,GB,CA,,3,ivory carvings,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,CA,GB,CA,,3,ivory carvings,,T,U
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,CZ,CA,,1,,trophies,,T,W
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DE,CA,,14,,bones,,T,W
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DE,CA,,8,,tusks,,T,W
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DE,RU,XX,3,,ivory carvings,,Q,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DK,GL,,1,,bones,,P,W
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DK,GL,,3,,carvings,,P,W
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,EG,DK,GL,,1,teeth,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,GB,CA,XX,48,,carvings,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,GB,HK,XX,6,,carvings,,Q,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,GB,US,XX,1,,jewellery,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,GG,GB,XX,,1,skulls,,E,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,HK,GB,XX,,1,carvings,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,HK,GB,XX,,1,ivory carvings,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,IT,CA,,5,,skins,,,
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,NO,DK,GL,,1,skulls,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,NO,DK,GL,,1,tusks,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,NZ,GB,XX,,1,carvings,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,QA,GB,XX,,2,ivory carvings,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,SG,GB,XX,,1,ivory carvings,,Q,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,US,DE,XX,,0.24,carvings,kg,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,US,GB,XX,,4,carvings,,T,O
2019,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,US,GB,XX,,1,ivory carvings,,T,O
2019,III,Fraxinus mandshurica,,Lamiales,Oleaceae,Fraxinus,CN,DE,CN,,543.74,veneer,m2,T,O
2019,III,Lodoicea maldivica,,Arecales,Palmae,Lodoicea,GG,GB,XX,,1,seeds,,E,O
2019,III,Lodoicea maldivica,,Arecales,Palmae,Lodoicea,JP,AT,XX,,1,carvings,,Q,O
2019,III,Lodoicea maldivica,,Arecales,Palmae,Lodoicea,US,GB,XX,,2,seeds,,T,O
2019,III,Lophura leucomelanos,Aves,Galliformes,Phasianidae,Lophura,ID,NL,,,10,live,,T,C
2019,III,Meleagris ocellata,Aves,Galliformes,Phasianidae,Meleagris,PL,MX,,3,,trophies,,H,W
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,AE,NL,,,1,bodies,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,AZ,AT,CN,,1000,feathers,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,CH,DE,,,2,feathers,,Q,O
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,CH,NL,,,1,bodies,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,CN,IT,CN,,38,garments,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,DE,CH,CN,2,,feathers,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,DE,CH,XX,2,,feathers,,Q,U
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,ES,CH,CN,1,,feathers,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,GB,CH,,1,,jewellery,,,
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,GB,CN,,1,,live,,,
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,GH,NL,,,45,live,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,ID,NL,,,10,live,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,IT,CH,CN,27,,derivatives,,,
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,IT,CH,CN,1,,garments,,,
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,IT,CN,,4,,garments,,,
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,JP,IT,CN,,12,garments,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,MC,IT,CN,,1,derivatives,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,NA,AT,,,26,live,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,NL,CH,,2,,live,,,
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,QA,GB,,,2,bodies,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,QA,NL,,,68,live,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,TR,CH,CN,1,,feathers,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,TR,CH,CN,1,,garments,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,GB,CN,,35,feathers,,T,C
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,GB,CN,,300,feathers,,T,F
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,GB,XX,,2,feathers,,T,O
2019,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,IT,CN,,76,garments,,T,C
2019,III,Tragopan satyra,Aves,Galliformes,Phasianidae,Tragopan,GT,NL,,,8,live,,T,C
2019,III,Tragopan satyra,Aves,Galliformes,Phasianidae,Tragopan,ID,NL,,,18,live,,T,C
2019,III,Paratrygon aiereba,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Paratrygon,DE,PE,,4,,live,,T,U
2019,III,Paratrygon aiereba,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Paratrygon,DE,PE,,2,,live,,T,W
2019,III,Paratrygon aiereba,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Paratrygon,PL,PE,,4,,live,,T,W
2019,III,Potamotrygon spp.,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,ID,,1,,live,,T,U
2019,III,Potamotrygon spp.,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,PE,,2,,live,,T,U
2019,III,Potamotrygon spp.,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,PE,,3,,live,,T,W
2019,III,Potamotrygon spp.,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,TH,,4,,live,,T,U
2019,III,Potamotrygon spp.,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,GB,TH,,54,,live,,,
2019,III,Potamotrygon spp.,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,IT,TH,,24,,live,,,
2019,III,Potamotrygon spp.,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,PL,PE,,8,,live,,T,W
2019,III,Potamotrygon spp.,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,PL,TH,,10,,live,,T,W
2019,III,Potamotrygon spp.,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,TR,TH,,46,,live,,T,C
2019,III,Potamotrygon falkneri,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,PL,PE,,2,,live,,T,W
2019,III,Potamotrygon jabuti,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,TH,,4,,live,,T,C
2019,III,Potamotrygon jabuti,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,GB,ID,,4,,live,,,
2019,III,Potamotrygon jabuti,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,GB,TH,,25,,live,,,
2019,III,Potamotrygon jabuti,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,NL,TH,,30,,live,,,
2019,III,Potamotrygon leopoldi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,TH,,7,,live,,T,C
2019,III,Potamotrygon leopoldi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,TH,,12,,live,,T,U
2019,III,Potamotrygon leopoldi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,ES,TH,,1,,live,,T,C
2019,III,Potamotrygon leopoldi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,GB,ID,,25,,live,,,
2019,III,Potamotrygon leopoldi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,GB,TH,,76,,live,,,
2019,III,Potamotrygon leopoldi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,NL,TH,,18,,live,,,
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CL,CO,,,4,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CZ,PE,,8,,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,ID,,80,,live,,T,U
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,PE,,33,,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,TH,,4,,live,,T,C
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,ES,CO,,8,,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,ES,TH,,4,,live,,T,C
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,GB,MY,,23,,live,,,
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,GB,PE,,37,,live,,,
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,GB,TH,,65,,live,,,
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,PL,PE,,102,,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,PL,TH,XX,25,,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,TR,TH,,9,,live,,T,C
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,US,CO,,,37,live,,T,W
2019,III,Potamotrygon orbignyi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CL,CO,,,5,live,,T,W
2019,III,Potamotrygon orbignyi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,US,CO,,,29,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CL,CO,,,3,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,CO,,20,,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,HK,CO,,,28,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,US,CO,,,8,live,,T,W
2019,III,Nasua narica,Mammalia,Carnivora,Procyonidae,Nasua,NL,NI,,6,,live,,,
2019,III,Pteroglossus castanotis,Aves,Piciformes,Ramphastidae,Pteroglossus,PH,DE,,,4,live,,T,C
2019,III,Salamandra algira,Amphibia,Caudata,Salamandridae,Salamandra,JP,DE,,,33,live,,T,C
2019,III,Apalone ferox,Reptilia,Testudines,Trionychidae,Apalone,IT,US,,50,,live,,,
2019,III,Apalone ferox,Reptilia,Testudines,Trionychidae,Apalone,NL,US,,200,,live,,,
2019,III,Apalone spinifera,Reptilia,Testudines,Trionychidae,Apalone,IT,US,,46,,live,,,
